subject,block,batch,matched_block_id,profile,variant,policy,final_status,warning,decision_rule,attempts_consumed,consumed_attempt_ids,research_only_attempt_ids,prefix_categories,S,E,M,N,prefix_elapsed_s,prefix_capacity_vcpu_h,indeterminate_reason
etcd7492,4,A,c1v1-etcd7492-b04,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b04-L-ok-a1,c1v1-measured-etcd7492-b04-L-ok-a2 c1v1-measured-etcd7492-b04-L-ok-a3,PASS,,,,0,0.524,0.00174,
etcd7492,4,A,c1v1-etcd7492-b04,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b04-L-bad-a1,c1v1-measured-etcd7492-b04-L-bad-a2 c1v1-measured-etcd7492-b04-L-bad-a3,PASS,0,0,0,,0.494,0.00174,
etcd7492,4,A,c1v1-etcd7492-b04,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b04-L-ok-a1,c1v1-measured-etcd7492-b04-L-ok-a2 c1v1-measured-etcd7492-b04-L-ok-a3,PASS,,,,0,0.524,0.00174,
etcd7492,4,A,c1v1-etcd7492-b04,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b04-L-bad-a1,c1v1-measured-etcd7492-b04-L-bad-a2 c1v1-measured-etcd7492-b04-L-bad-a3,PASS,0,0,0,,0.494,0.00174,
etcd7492,4,A,c1v1-etcd7492-b04,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b04-L-ok-a1,c1v1-measured-etcd7492-b04-L-ok-a2 c1v1-measured-etcd7492-b04-L-ok-a3,PASS,,,,0,0.524,0.00174,
etcd7492,5,A,c1v1-etcd7492-b05,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b05-R-bad-a1,c1v1-measured-etcd7492-b05-R-bad-a2 c1v1-measured-etcd7492-b05-R-bad-a3,PASS,0,0,0,,0.476,0.013747,
etcd7492,5,A,c1v1-etcd7492-b05,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b05-R-ok-a1,c1v1-measured-etcd7492-b05-R-ok-a2 c1v1-measured-etcd7492-b05-R-ok-a3,PASS,,,,0,0.522,0.013901,
etcd7492,5,A,c1v1-etcd7492-b05,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b05-R-bad-a1,c1v1-measured-etcd7492-b05-R-bad-a2 c1v1-measured-etcd7492-b05-R-bad-a3,PASS,0,0,0,,0.476,0.013747,
etcd7492,5,A,c1v1-etcd7492-b05,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b05-R-ok-a1,c1v1-measured-etcd7492-b05-R-ok-a2 c1v1-measured-etcd7492-b05-R-ok-a3,PASS,,,,0,0.522,0.013901,
etcd7492,5,A,c1v1-etcd7492-b05,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b05-R-bad-a1,c1v1-measured-etcd7492-b05-R-bad-a2 c1v1-measured-etcd7492-b05-R-bad-a3,PASS,0,0,0,,0.476,0.013747,
etcd7492,5,A,c1v1-etcd7492-b05,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b05-R-ok-a1,c1v1-measured-etcd7492-b05-R-ok-a2 c1v1-measured-etcd7492-b05-R-ok-a3,PASS,,,,0,0.522,0.013901,
etcd7492,5,A,c1v1-etcd7492-b05,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b05-L-bad-a1,c1v1-measured-etcd7492-b05-L-bad-a2 c1v1-measured-etcd7492-b05-L-bad-a3,PASS,0,0,0,,0.52,0.001741,
etcd7492,5,A,c1v1-etcd7492-b05,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b05-L-ok-a1,c1v1-measured-etcd7492-b05-L-ok-a2 c1v1-measured-etcd7492-b05-L-ok-a3,PASS,,,,0,0.46,0.00171,
etcd7492,5,A,c1v1-etcd7492-b05,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b05-L-bad-a1,c1v1-measured-etcd7492-b05-L-bad-a2 c1v1-measured-etcd7492-b05-L-bad-a3,PASS,0,0,0,,0.52,0.001741,
etcd7492,5,A,c1v1-etcd7492-b05,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b05-L-ok-a1,c1v1-measured-etcd7492-b05-L-ok-a2 c1v1-measured-etcd7492-b05-L-ok-a3,PASS,,,,0,0.46,0.00171,
etcd7492,5,A,c1v1-etcd7492-b05,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b05-L-bad-a1,c1v1-measured-etcd7492-b05-L-bad-a2 c1v1-measured-etcd7492-b05-L-bad-a3,PASS,0,0,0,,0.52,0.001741,
etcd7492,5,A,c1v1-etcd7492-b05,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b05-L-ok-a1,c1v1-measured-etcd7492-b05-L-ok-a2 c1v1-measured-etcd7492-b05-L-ok-a3,PASS,,,,0,0.46,0.00171,
etcd7492,6,B,c1v1-etcd7492-b06,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b06-R-bad-a1,c1v1-measured-etcd7492-b06-R-bad-a2 c1v1-measured-etcd7492-b06-R-bad-a3,PASS,0,0,0,,0.458,0.013636,
etcd7492,6,B,c1v1-etcd7492-b06,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b06-R-ok-a1,c1v1-measured-etcd7492-b06-R-ok-a2 c1v1-measured-etcd7492-b06-R-ok-a3,PASS,,,,0,0.5,0.013833,
etcd7492,6,B,c1v1-etcd7492-b06,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b06-R-bad-a1,c1v1-measured-etcd7492-b06-R-bad-a2 c1v1-measured-etcd7492-b06-R-bad-a3,PASS,0,0,0,,0.458,0.013636,
etcd7492,6,B,c1v1-etcd7492-b06,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b06-R-ok-a1,c1v1-measured-etcd7492-b06-R-ok-a2 c1v1-measured-etcd7492-b06-R-ok-a3,PASS,,,,0,0.5,0.013833,
etcd7492,6,B,c1v1-etcd7492-b06,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b06-R-bad-a1,c1v1-measured-etcd7492-b06-R-bad-a2 c1v1-measured-etcd7492-b06-R-bad-a3,PASS,0,0,0,,0.458,0.013636,
etcd7492,6,B,c1v1-etcd7492-b06,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b06-R-ok-a1,c1v1-measured-etcd7492-b06-R-ok-a2 c1v1-measured-etcd7492-b06-R-ok-a3,PASS,,,,0,0.5,0.013833,
etcd7492,6,B,c1v1-etcd7492-b06,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b06-L-bad-a1,c1v1-measured-etcd7492-b06-L-bad-a2 c1v1-measured-etcd7492-b06-L-bad-a3,PASS,0,0,0,,0.547,0.001758,
etcd7492,6,B,c1v1-etcd7492-b06,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b06-L-ok-a1,c1v1-measured-etcd7492-b06-L-ok-a2 c1v1-measured-etcd7492-b06-L-ok-a3,PASS,,,,0,0.472,0.001672,
etcd7492,6,B,c1v1-etcd7492-b06,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b06-L-bad-a1,c1v1-measured-etcd7492-b06-L-bad-a2 c1v1-measured-etcd7492-b06-L-bad-a3,PASS,0,0,0,,0.547,0.001758,
etcd7492,6,B,c1v1-etcd7492-b06,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b06-L-ok-a1,c1v1-measured-etcd7492-b06-L-ok-a2 c1v1-measured-etcd7492-b06-L-ok-a3,PASS,,,,0,0.472,0.001672,
etcd7492,6,B,c1v1-etcd7492-b06,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b06-L-bad-a1,c1v1-measured-etcd7492-b06-L-bad-a2 c1v1-measured-etcd7492-b06-L-bad-a3,PASS,0,0,0,,0.547,0.001758,
etcd7492,6,B,c1v1-etcd7492-b06,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b06-L-ok-a1,c1v1-measured-etcd7492-b06-L-ok-a2 c1v1-measured-etcd7492-b06-L-ok-a3,PASS,,,,0,0.472,0.001672,
etcd7492,7,B,c1v1-etcd7492-b07,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b07-R-bad-a1,c1v1-measured-etcd7492-b07-R-bad-a2 c1v1-measured-etcd7492-b07-R-bad-a3,PASS,0,0,0,,0.484,0.013961,
etcd7492,7,B,c1v1-etcd7492-b07,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b07-R-ok-a1,c1v1-measured-etcd7492-b07-R-ok-a2 c1v1-measured-etcd7492-b07-R-ok-a3,PASS,,,,0,0.482,0.013783,
etcd7492,7,B,c1v1-etcd7492-b07,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b07-R-bad-a1,c1v1-measured-etcd7492-b07-R-bad-a2 c1v1-measured-etcd7492-b07-R-bad-a3,PASS,0,0,0,,0.484,0.013961,
etcd7492,7,B,c1v1-etcd7492-b07,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b07-R-ok-a1,c1v1-measured-etcd7492-b07-R-ok-a2 c1v1-measured-etcd7492-b07-R-ok-a3,PASS,,,,0,0.482,0.013783,
etcd7492,7,B,c1v1-etcd7492-b07,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b07-R-bad-a1,c1v1-measured-etcd7492-b07-R-bad-a2 c1v1-measured-etcd7492-b07-R-bad-a3,PASS,0,0,0,,0.484,0.013961,
etcd7492,7,B,c1v1-etcd7492-b07,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b07-R-ok-a1,c1v1-measured-etcd7492-b07-R-ok-a2 c1v1-measured-etcd7492-b07-R-ok-a3,PASS,,,,0,0.482,0.013783,
etcd7492,7,B,c1v1-etcd7492-b07,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b07-L-bad-a1,c1v1-measured-etcd7492-b07-L-bad-a2 c1v1-measured-etcd7492-b07-L-bad-a3,PASS,0,0,0,,0.533,0.001761,
etcd7492,7,B,c1v1-etcd7492-b07,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b07-L-ok-a1,c1v1-measured-etcd7492-b07-L-ok-a2 c1v1-measured-etcd7492-b07-L-ok-a3,PASS,,,,0,0.537,0.001757,
etcd7492,7,B,c1v1-etcd7492-b07,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b07-L-bad-a1,c1v1-measured-etcd7492-b07-L-bad-a2 c1v1-measured-etcd7492-b07-L-bad-a3,PASS,0,0,0,,0.533,0.001761,
etcd7492,7,B,c1v1-etcd7492-b07,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b07-L-ok-a1,c1v1-measured-etcd7492-b07-L-ok-a2 c1v1-measured-etcd7492-b07-L-ok-a3,PASS,,,,0,0.537,0.001757,
etcd7492,7,B,c1v1-etcd7492-b07,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b07-L-bad-a1,c1v1-measured-etcd7492-b07-L-bad-a2 c1v1-measured-etcd7492-b07-L-bad-a3,PASS,0,0,0,,0.533,0.001761,
etcd7492,7,B,c1v1-etcd7492-b07,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b07-L-ok-a1,c1v1-measured-etcd7492-b07-L-ok-a2 c1v1-measured-etcd7492-b07-L-ok-a3,PASS,,,,0,0.537,0.001757,
etcd7492,8,B,c1v1-etcd7492-b08,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b08-R-bad-a1,c1v1-measured-etcd7492-b08-R-bad-a2 c1v1-measured-etcd7492-b08-R-bad-a3,PASS,0,0,0,,0.491,0.013491,
etcd7492,8,B,c1v1-etcd7492-b08,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b08-R-ok-a1,c1v1-measured-etcd7492-b08-R-ok-a2 c1v1-measured-etcd7492-b08-R-ok-a3,PASS,,,,0,0.501,0.013856,
etcd7492,8,B,c1v1-etcd7492-b08,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b08-R-bad-a1,c1v1-measured-etcd7492-b08-R-bad-a2 c1v1-measured-etcd7492-b08-R-bad-a3,PASS,0,0,0,,0.491,0.013491,
etcd7492,8,B,c1v1-etcd7492-b08,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b08-R-ok-a1,c1v1-measured-etcd7492-b08-R-ok-a2 c1v1-measured-etcd7492-b08-R-ok-a3,PASS,,,,0,0.501,0.013856,
etcd7492,8,B,c1v1-etcd7492-b08,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b08-R-bad-a1,c1v1-measured-etcd7492-b08-R-bad-a2 c1v1-measured-etcd7492-b08-R-bad-a3,PASS,0,0,0,,0.491,0.013491,
etcd7492,8,B,c1v1-etcd7492-b08,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b08-R-ok-a1,c1v1-measured-etcd7492-b08-R-ok-a2 c1v1-measured-etcd7492-b08-R-ok-a3,PASS,,,,0,0.501,0.013856,
etcd7492,8,B,c1v1-etcd7492-b08,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b08-L-bad-a1,c1v1-measured-etcd7492-b08-L-bad-a2 c1v1-measured-etcd7492-b08-L-bad-a3,PASS,0,0,0,,0.535,0.001746,
etcd7492,8,B,c1v1-etcd7492-b08,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b08-L-ok-a1,c1v1-measured-etcd7492-b08-L-ok-a2 c1v1-measured-etcd7492-b08-L-ok-a3,PASS,,,,0,0.501,0.001734,
etcd7492,8,B,c1v1-etcd7492-b08,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b08-L-bad-a1,c1v1-measured-etcd7492-b08-L-bad-a2 c1v1-measured-etcd7492-b08-L-bad-a3,PASS,0,0,0,,0.535,0.001746,
etcd7492,8,B,c1v1-etcd7492-b08,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b08-L-ok-a1,c1v1-measured-etcd7492-b08-L-ok-a2 c1v1-measured-etcd7492-b08-L-ok-a3,PASS,,,,0,0.501,0.001734,
etcd7492,8,B,c1v1-etcd7492-b08,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b08-L-bad-a1,c1v1-measured-etcd7492-b08-L-bad-a2 c1v1-measured-etcd7492-b08-L-bad-a3,PASS,0,0,0,,0.535,0.001746,
etcd7492,8,B,c1v1-etcd7492-b08,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b08-L-ok-a1,c1v1-measured-etcd7492-b08-L-ok-a2 c1v1-measured-etcd7492-b08-L-ok-a3,PASS,,,,0,0.501,0.001734,
etcd7492,9,B,c1v1-etcd7492-b09,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b09-R-bad-a1,c1v1-measured-etcd7492-b09-R-bad-a2 c1v1-measured-etcd7492-b09-R-bad-a3,PASS,0,0,0,,0.568,0.014202,
etcd7492,9,B,c1v1-etcd7492-b09,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b09-R-ok-a1,c1v1-measured-etcd7492-b09-R-ok-a2 c1v1-measured-etcd7492-b09-R-ok-a3,PASS,,,,0,0.506,0.01394,
etcd7492,9,B,c1v1-etcd7492-b09,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b09-R-bad-a1,c1v1-measured-etcd7492-b09-R-bad-a2 c1v1-measured-etcd7492-b09-R-bad-a3,PASS,0,0,0,,0.568,0.014202,
etcd7492,9,B,c1v1-etcd7492-b09,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b09-R-ok-a1,c1v1-measured-etcd7492-b09-R-ok-a2 c1v1-measured-etcd7492-b09-R-ok-a3,PASS,,,,0,0.506,0.01394,
etcd7492,9,B,c1v1-etcd7492-b09,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b09-R-bad-a1,c1v1-measured-etcd7492-b09-R-bad-a2 c1v1-measured-etcd7492-b09-R-bad-a3,PASS,0,0,0,,0.568,0.014202,
etcd7492,9,B,c1v1-etcd7492-b09,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b09-R-ok-a1,c1v1-measured-etcd7492-b09-R-ok-a2 c1v1-measured-etcd7492-b09-R-ok-a3,PASS,,,,0,0.506,0.01394,
etcd7492,9,B,c1v1-etcd7492-b09,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b09-L-bad-a1,c1v1-measured-etcd7492-b09-L-bad-a2 c1v1-measured-etcd7492-b09-L-bad-a3,PASS,0,0,0,,0.496,0.001735,
etcd7492,9,B,c1v1-etcd7492-b09,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b09-L-ok-a1,c1v1-measured-etcd7492-b09-L-ok-a2 c1v1-measured-etcd7492-b09-L-ok-a3,PASS,,,,0,0.535,0.001718,
etcd7492,9,B,c1v1-etcd7492-b09,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b09-L-bad-a1,c1v1-measured-etcd7492-b09-L-bad-a2 c1v1-measured-etcd7492-b09-L-bad-a3,PASS,0,0,0,,0.496,0.001735,
etcd7492,9,B,c1v1-etcd7492-b09,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b09-L-ok-a1,c1v1-measured-etcd7492-b09-L-ok-a2 c1v1-measured-etcd7492-b09-L-ok-a3,PASS,,,,0,0.535,0.001718,
etcd7492,9,B,c1v1-etcd7492-b09,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b09-L-bad-a1,c1v1-measured-etcd7492-b09-L-bad-a2 c1v1-measured-etcd7492-b09-L-bad-a3,PASS,0,0,0,,0.496,0.001735,
etcd7492,9,B,c1v1-etcd7492-b09,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b09-L-ok-a1,c1v1-measured-etcd7492-b09-L-ok-a2 c1v1-measured-etcd7492-b09-L-ok-a3,PASS,,,,0,0.535,0.001718,
etcd7492,10,B,c1v1-etcd7492-b10,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b10-R-bad-a1,c1v1-measured-etcd7492-b10-R-bad-a2 c1v1-measured-etcd7492-b10-R-bad-a3,PASS,0,0,0,,0.539,0.014135,
etcd7492,10,B,c1v1-etcd7492-b10,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b10-R-ok-a1,c1v1-measured-etcd7492-b10-R-ok-a2 c1v1-measured-etcd7492-b10-R-ok-a3,PASS,,,,0,0.587,0.014332,
etcd7492,10,B,c1v1-etcd7492-b10,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b10-R-bad-a1,c1v1-measured-etcd7492-b10-R-bad-a2 c1v1-measured-etcd7492-b10-R-bad-a3,PASS,0,0,0,,0.539,0.014135,
etcd7492,10,B,c1v1-etcd7492-b10,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b10-R-ok-a1,c1v1-measured-etcd7492-b10-R-ok-a2 c1v1-measured-etcd7492-b10-R-ok-a3,PASS,,,,0,0.587,0.014332,
etcd7492,10,B,c1v1-etcd7492-b10,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b10-R-bad-a1,c1v1-measured-etcd7492-b10-R-bad-a2 c1v1-measured-etcd7492-b10-R-bad-a3,PASS,0,0,0,,0.539,0.014135,
etcd7492,10,B,c1v1-etcd7492-b10,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b10-R-ok-a1,c1v1-measured-etcd7492-b10-R-ok-a2 c1v1-measured-etcd7492-b10-R-ok-a3,PASS,,,,0,0.587,0.014332,
etcd7492,10,B,c1v1-etcd7492-b10,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b10-L-bad-a1,c1v1-measured-etcd7492-b10-L-bad-a2 c1v1-measured-etcd7492-b10-L-bad-a3,PASS,0,0,0,,0.535,0.001751,
etcd7492,10,B,c1v1-etcd7492-b10,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b10-L-ok-a1,c1v1-measured-etcd7492-b10-L-ok-a2 c1v1-measured-etcd7492-b10-L-ok-a3,PASS,,,,0,0.448,0.001698,
etcd7492,10,B,c1v1-etcd7492-b10,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b10-L-bad-a1,c1v1-measured-etcd7492-b10-L-bad-a2 c1v1-measured-etcd7492-b10-L-bad-a3,PASS,0,0,0,,0.535,0.001751,
etcd7492,10,B,c1v1-etcd7492-b10,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b10-L-ok-a1,c1v1-measured-etcd7492-b10-L-ok-a2 c1v1-measured-etcd7492-b10-L-ok-a3,PASS,,,,0,0.448,0.001698,
etcd7492,10,B,c1v1-etcd7492-b10,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b10-L-bad-a1,c1v1-measured-etcd7492-b10-L-bad-a2 c1v1-measured-etcd7492-b10-L-bad-a3,PASS,0,0,0,,0.535,0.001751,
etcd7492,10,B,c1v1-etcd7492-b10,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b10-L-ok-a1,c1v1-measured-etcd7492-b10-L-ok-a2 c1v1-measured-etcd7492-b10-L-ok-a3,PASS,,,,0,0.448,0.001698,
grpc1859,1,A,c1v1-grpc1859-b01,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b01-R-bad-a1,c1v1-measured-grpc1859-b01-R-bad-a2 c1v1-measured-grpc1859-b01-R-bad-a3,PASS,0,0,0,,0.546,0.014124,
grpc1859,1,A,c1v1-grpc1859-b01,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b01-R-ok-a1,c1v1-measured-grpc1859-b01-R-ok-a2 c1v1-measured-grpc1859-b01-R-ok-a3,PASS,,,,0,0.605,0.014398,
grpc1859,1,A,c1v1-grpc1859-b01,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b01-R-bad-a1,c1v1-measured-grpc1859-b01-R-bad-a2 c1v1-measured-grpc1859-b01-R-bad-a3,PASS,0,0,0,,0.546,0.014124,
grpc1859,1,A,c1v1-grpc1859-b01,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b01-R-ok-a1,c1v1-measured-grpc1859-b01-R-ok-a2 c1v1-measured-grpc1859-b01-R-ok-a3,PASS,,,,0,0.605,0.014398,
grpc1859,1,A,c1v1-grpc1859-b01,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b01-R-bad-a1,c1v1-measured-grpc1859-b01-R-bad-a2 c1v1-measured-grpc1859-b01-R-bad-a3,PASS,0,0,0,,0.546,0.014124,
grpc1859,1,A,c1v1-grpc1859-b01,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b01-R-ok-a1,c1v1-measured-grpc1859-b01-R-ok-a2 c1v1-measured-grpc1859-b01-R-ok-a3,PASS,,,,0,0.605,0.014398,
grpc1859,1,A,c1v1-grpc1859-b01,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b01-L-bad-a1,c1v1-measured-grpc1859-b01-L-bad-a2 c1v1-measured-grpc1859-b01-L-bad-a3,PASS,0,0,0,,0.661,0.001825,
grpc1859,1,A,c1v1-grpc1859-b01,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b01-L-ok-a1,c1v1-measured-grpc1859-b01-L-ok-a2 c1v1-measured-grpc1859-b01-L-ok-a3,PASS,,,,0,0.717,0.001823,
grpc1859,1,A,c1v1-grpc1859-b01,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b01-L-bad-a1,c1v1-measured-grpc1859-b01-L-bad-a2 c1v1-measured-grpc1859-b01-L-bad-a3,PASS,0,0,0,,0.661,0.001825,
grpc1859,1,A,c1v1-grpc1859-b01,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b01-L-ok-a1,c1v1-measured-grpc1859-b01-L-ok-a2 c1v1-measured-grpc1859-b01-L-ok-a3,PASS,,,,0,0.717,0.001823,
grpc1859,1,A,c1v1-grpc1859-b01,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b01-L-bad-a1,c1v1-measured-grpc1859-b01-L-bad-a2 c1v1-measured-grpc1859-b01-L-bad-a3,PASS,0,0,0,,0.661,0.001825,
grpc1859,1,A,c1v1-grpc1859-b01,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b01-L-ok-a1,c1v1-measured-grpc1859-b01-L-ok-a2 c1v1-measured-grpc1859-b01-L-ok-a3,PASS,,,,0,0.717,0.001823,
grpc1859,2,A,c1v1-grpc1859-b02,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b02-R-bad-a1,c1v1-measured-grpc1859-b02-R-bad-a2 c1v1-measured-grpc1859-b02-R-bad-a3,PASS,0,0,0,,0.575,0.014171,
